Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cabo Verde,CPV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,1.05674915,0.961535733,1.397348355,0.88087761,0.857443127,0.57379176,0.695834672,0.545163434,0.546833275,0.555401604,0.59928651,0.600153243,0.56661599,0.335031602,0.515889408,0.691968151,0.699582407,0.695863673,0.706620847,0.367855417,0.414263908,0.485933294,0.531125777,0.709048657,0.572824548,0.537293223,0.450039392,0.504818152,0.482929056,0.535788695,0.469733673,0.476574881,0.58639277,0.5722523,0.579004574,0.784333158,0.840301731,
Costa Rica,CRI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.138109348,3.81416476,3.968461117,5.863249495,5.390086998,7.255321657,5.570561,5.778399732,5.626145811,6.959561079,5.352925262,8.516172569,12.01025879,4.019606263,2.340676552,1.996724039,2.029301799,2.527530628,2.319567507,2.150327665,2.540996248,2.768683495,2.582082799,2.213802031,2.380849377,2.902388213,2.571636696,2.288070602,1.520191553,1.157336224,1.018117089,1.054867944,0.95407919,0.985504147,0.939443757,0.971859157,1.329409392,1.446885422,1.316452036,1.193960551,1.646853093,1.243067244,1.191772902,1.216626795,1.400172214,1.178805158,1.204483893,
Caribbean small states,CSS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.592002457,6.179363015,5.400693034,5.152853673,16.1035903,12.79741341,13.59301979,12.71828841,6.230224685,5.267802907,18.92917689,16.23400532,8.160917212,8.602286173,9.716809277,9.365678392,5.582956913,6.248041678,4.753038102,7.188865494,7.855240897,5.830247722,5.642082775,5.033679831,4.654153165,4.002871399,4.750087604,3.636660491,2.147291577,2.642935056,4.154769995,3.398454645,3.302589051,3.948559587,4.897370166,7.188029958,8.756287399,8.362409064,9.294362495,6.245653268,7.166171083,10.04732665,10.56833494,9.706239406,8.876776022,5.023635224,3.490068226,
Cuba,CUB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.86682171,0.708537853,0.626281656,0.554204442,0.600703385,0.717806424,0.787842325,0.745966955,0.391313858,0.793942098,0.794057582,0.724644542,0.571182246,0.483906661,0.465643704,0.536547078,0.227546527,0.341552089,1.491099515,1.617362532,0.84479878,0.675604501,0.602544226,0.493188779,0.440074912,0.698264595,0.925068104,0.817441548,0.387937279,0.558115602,1.632951805,0.923372407,1.118933836,1.862226167,2.818964883,3.146560428,4.116604946,6.882529835,3.601208778,1.783256975,2.953980841,3.608924021,2.681575154,2.159130639,1.937310904,0.805289394,,
Curacao,CUW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,
Cyprus,CYP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,1.33562174,1.653920083,0.730418414,0.440296104,0.218301396,0.14934659,0.089694471,0.081179041,0.085201724,0.072369801,0.06930659,0.046626312,0.037944828,0.047556245,0.050036182,0.030395156,0.019991902,0.013599553,0.013240143,0.009598808,0.007823779,0.022450823,0.042430637,0.019324264,0.016927453,0.029031782,0.018441906,0.011799089,0.009389718,0.011358471,0.000719017,0.000578658,0.00845448,0.007240647,0.033668358,0.060687724,0.094476193,0.107600536,0.084457771,0.068381552,0.043307151,0.029434739,
Czech Republic,CZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40383639,1.658859092,1.037023206,0.930180422,0.692587648,0.710500133,0.664474026,0.630133949,0.498124656,0.430825871,0.549589815,0.812719744,0.4667625,0.425788419,0.926510555,0.795547723,0.771827043,0.690294609,1.512614839,0.666721807,0.903927169,1.062210822,0.599509589,0.352002066,0.164391003,0.120762767,0.117599296,
Germany,DEU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.225136443,0.23299877,0.189755199,0.211341165,0.351365696,0.730777864,0.775105038,0.655922174,0.488558911,0.481270958,0.608907685,0.96775269,0.9858883,0.649773585,0.539530973,0.577680757,0.25547227,0.156831878,0.142372841,0.182212158,0.238830273,0.140723002,0.098642383,0.078229931,0.063247888,0.065726425,0.071125775,0.06738452,0.051922907,0.046146479,0.095862388,0.125570718,0.098059565,0.094472535,0.139040813,0.146181071,0.159591791,0.158586059,0.278214333,0.139511549,0.159439616,0.201346888,0.14466458,0.10253788,0.091807857,0.066686347,0.059836684,
Djibouti,DJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.174830504,,0.552230097,0.562759523,0.588732441,0.568218463,0.583263428,0.496362278,0.380891594,0.418635435,0.632478856,0.664007194,0.676909113,0.947348472,0.391087418,0.382079268,0.415974591,0.454277724,0.623059168,0.573154706,0.529249755,0.616385692,0.523310117,0.790439022,0.743212074,0.838156181,0.88846349,0.893774805,0.733751606,1.069566145,0.901065228,,
Dominica,DMA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,0.240359724,0.193428887,0.224213062,0.188609594,0.149985597,0.292591632,0.088946156,0.045812332,0.026264335,0.022835713,0.019528287,0.016969461,0.016076157,0.051459218,0.056072559,0.04953461,0.036309184,0.040713503,0.049363381,0.034136568,0.046716973,0.038360367,0.031549792,0.024740936,0.024066616,0.021843983,0.022368997,0.021583646,0.020845967,0.028672026,0.027065259,0.026123925,0.02198654,0.049155031,0.041228351,0.041332121,0.04883289,0.064602767,0.054932476,0.056486944,
Denmark,DNK,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.068123761,0.055822258,0.05656916,0.061386345,0.053447575,0.056788446,0.066095099,0.08359399,0.075472511,0.122446043,0.123015867,0.209080256,0.343997008,0.428849766,0.457600056,0.57374369,0.274627867,0.347003012,0.271529615,0.499158103,0.568724518,0.350107549,0.334845384,0.375544328,0.347641798,0.326979694,0.481638941,0.482080062,0.140921362,0.463157616,1.444569961,1.167872541,1.143029667,1.102735421,1.330599317,1.855817894,1.956075765,1.638058616,1.949686396,1.134065572,1.305832505,1.695683515,1.632144957,1.245820781,1.025112021,0.519870764,0.500335562,
Dominican Republic,DOM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.728649885,0.782292041,1.935529121,2.676431932,2.675581824,2.167350091,2.02592322,1.793334573,0.885046303,2.093302175,3.181953587,2.053179923,0.960346364,1.166024889,0.791711874,1.445806895,0.566761007,1.202404329,5.71665409,4.483808712,2.010152062,1.224480909,0.667547614,0.147610535,0.670033354,0.980524066,0.700989225,0.600732021,0.058260804,0.322543387,0.73770483,0.299397017,0.404816913,1.152229406,1.945423348,1.593218882,2.615464562,3.468438419,1.074937373,0.152159297,0.192817175,0.862589791,0.929199199,1.735792485,2.007445059,1.285042118,1.829184549,
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.414731166,0.407965973,0.372845977,0.505383875,17.94150101,14.72269442,16.13084258,16.58112682,14.48378255,31.41136238,27.08798513,17.26212729,13.514545,13.16788348,12.09089113,11.07127073,4.51992162,6.326011301,5.647644637,9.407354386,12.45927224,10.82391571,8.869219272,7.997825151,8.282645587,9.523628563,12.44514492,11.31096005,6.567005061,9.022816482,15.31257626,14.12194727,14.0722335,16.31087336,18.20533633,24.40437654,26.53072672,24.95751341,26.97288118,18.80855384,19.97789256,23.60027812,23.02154723,21.36699467,19.30146063,12.01930333,13.63165512,
East Asia & Pacific (excluding high income),EAP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.759653575,1.874023581,2.535194215,4.344083131,7.344340018,8.211917431,9.622785973,10.12838932,10.56389256,17.81925995,18.69107744,15.20056611,11.97334984,10.96241051,9.453188503,9.041730067,5.979981627,7.214854311,6.512410316,7.537325815,8.593854029,5.895670972,5.405399998,4.532266111,3.733092761,3.692861684,3.467217263,2.857467914,2.063611263,2.1558028,3.491688283,3.189523213,2.591532678,2.884079075,5.017454537,5.576962578,6.040007164,6.634906579,9.519685866,4.060261999,6.203297414,7.772952063,5.176322463,4.225631481,3.211268555,1.352865349,1.394463078,
Early-demographic dividend,EAR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.98087284,1.019424123,1.110291248,1.67363645,9.914647959,8.400814271,9.712950509,10.20706749,9.023268923,19.13511356,18.2317331,13.1802977,9.514267384,9.608163879,8.908043644,8.064689264,4.24320012,6.062947666,5.403750849,7.62170655,9.948127316,5.878983922,5.567125584,5.336666873,4.809598776,5.498935125,6.289035341,5.302706459,3.149321598,4.304562644,7.367712949,6.089258161,6.236465786,7.18240341,8.681491936,11.0970203,11.84526637,11.0490385,13.45521919,7.596319373,9.055932464,11.45511114,10.19083003,9.341789287,8.060679214,4.453802817,4.858561452,
East Asia & Pacific,EAS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.855371404,0.888676333,0.975432399,1.518575796,2.470935573,2.792005746,3.024746184,3.000603176,2.358132672,4.158877563,4.565668362,3.605183872,3.070483676,2.765576055,2.456125256,2.510607372,1.250987068,1.215795476,1.133111971,1.283425135,1.495291933,0.99141545,0.913436614,0.751074772,0.664268944,0.703054035,0.789862751,0.715414953,0.555967761,0.560270223,0.924897077,0.961439171,0.858905928,0.959532526,1.663693253,2.082403215,2.56640745,3.193390499,4.875667549,2.267324137,3.578484539,4.619192974,3.260866026,2.998926358,2.388528368,1.132026407,1.149566492,
Europe & Central Asia (excluding high income),ECA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.676179547,0.608733334,0.517296444,0.689256573,1.055900161,0.84166154,0.899440263,0.790467852,0.796975738,0.860133289,1.428950211,1.540644379,1.543913409,1.202338188,1.480201895,1.450430761,0.82691393,2.729042492,2.848251939,7.823647293,9.748587262,5.822030026,5.905201877,5.356720732,5.130389354,5.200441682,6.342739618,5.308204043,2.178702931,4.583941713,10.23614609,11.10673928,9.40830305,9.391632896,9.665756394,11.45527329,12.37701844,10.83611544,12.53469412,9.138542499,9.629906107,11.99915022,11.3229423,9.733248626,9.368887761,6.180141323,6.845429678,
Europe & Central Asia,ECS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.216443101,0.201076461,0.180305887,0.232799812,0.375501891,0.520217568,0.588748753,0.560629381,0.499005489,0.783708139,0.938428546,1.020172528,0.890356492,0.971087317,1.003683083,1.024265376,0.440741485,0.480811575,0.42482468,1.250006813,1.441816269,0.831880887,0.728446054,0.729561394,0.625396382,0.614380298,0.759065834,0.685891659,0.266738399,0.487355438,1.219873125,1.233122737,1.085122389,1.082738289,1.237741864,1.668486347,1.981859326,1.87583359,2.444838491,1.58144308,1.881957999,2.559233766,2.612161423,2.265010654,2.007116385,1.192918756,1.254649965,
Ecuador,ECU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.58241368,0.689559163,0.733131196,0.999692026,5.593623808,4.479264549,4.91399897,3.686967271,3.709369634,10.32842405,10.14264872,7.042337111,4.885033321,8.00025386,8.2640531,8.612090119,3.913626811,5.083431573,6.130148578,8.625837924,11.48020058,5.776142422,6.47399174,5.872994089,5.508802836,6.306657418,7.713142007,5.960366394,2.902722143,6.58149108,14.57039894,7.998006086,7.183388885,8.141144508,12.13123309,16.53195107,17.44373337,15.58735838,17.47624237,8.133124929,10.87497427,15.46372463,13.57374693,12.36002259,10.87288174,3.856365911,4.376775366,
"Egypt, Arab Rep.",EGY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.376675792,0.319943904,0.349863569,0.431574299,4.594817315,5.466307297,7.048086297,9.285293324,11.33630434,26.35847473,28.06553206,23.60516898,18.6374959,19.05945201,19.62812262,18.11356836,7.411423643,10.64984164,9.45548117,12.74285011,16.63069047,11.40261245,10.5459592,9.086775596,7.18891504,7.02189058,7.765570823,5.857722264,3.26700258,4.592960947,6.301570712,5.340790544,6.007159496,7.809343381,10.24970136,13.91553943,14.19905894,12.96279458,15.71249369,8.157295041,8.693259829,12.05086765,10.74078905,9.790272558,8.355667622,3.936139837,4.002206992,
Euro area,EMU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.197906519,0.185004573,0.168628666,0.207497142,0.335746877,0.470491942,0.505889684,0.439180252,0.357399573,0.413673164,0.514677756,0.578702212,0.518581434,0.495711573,0.478075659,0.504518124,0.259662712,0.176649519,0.180765621,0.214870445,0.211495192,0.143410112,0.107691977,0.111379303,0.098505201,0.099622653,0.109952834,0.10214538,0.067541803,0.066137468,0.12444785,0.156431363,0.125328824,0.114670436,0.124040971,0.138293263,0.173408574,0.170312097,0.229148647,0.151556233,0.154829551,0.204536694,0.215778531,0.188782424,0.167463907,0.114823442,0.100923884,
Eritrea,ERI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.389152202,6.060079529,8.873038983,7.692320791,7.619295615,7.539467739,4.831667395,4.849844357,4.4877997,3.098196393,4.529917392,3.266503575,3.250351715,2.829224504,3.975320986,4.30280977,2.419410843,1.930897964,19.11509726,,,,,,
Spain,ESP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.20031846,0.166303343,0.155876184,0.244315703,0.331186339,0.265267048,0.289861725,0.252272313,0.20076999,0.23305058,0.334772819,0.405067876,0.457667861,0.444774618,0.315252376,0.305705683,0.142680934,0.122424257,0.233136507,0.242542065,0.128462396,0.06899011,0.054260215,0.054069234,0.055470056,0.059332925,0.054773083,0.045789287,0.038435424,0.0351306,0.043025473,0.055198327,0.044922164,0.037766147,0.048584413,0.04008586,0.048240553,0.05525525,0.070834241,0.040533418,0.065224582,0.076816228,0.082206532,0.079220786,0.077700133,0.068965749,0.063548094,
Estonia,EST,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.733106367,1.814298992,1.839253463,1.614768703,1.88278684,2.308592385,2.237131482,1.800487544,1.631670359,0.998987736,0.804814463,0.773754739,0.619359285,0.749398702,0.762580426,1.076946134,1.138772164,1.276864846,1.055816631,1.096896592,0.968067321,0.997008528,
Ethiopia,ETH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,13.13967003,18.17208175,10.67057767,10.6962729,6.863222378,10.63283654,9.574840543,10.3883826,10.22907509,11.89886901,11.19569393,15.03409741,14.58790128,22.82436038,31.63132929,28.60526031,27.00720712,31.15405302,19.52182379,18.35318323,17.99123259,23.0259023,36.18727171,27.868535,23.2950893,18.90354229,21.99445479,18.86423609,16.55263922,16.14644547,17.9748878,15.48389135,14.40217416,12.51889358,12.22642843,11.97300467,
European Union,EUU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.203263387,0.191110839,0.171805624,0.219488643,0.348873301,0.497441559,0.554954675,0.532169948,0.459149759,0.703817581,0.842222266,0.944133482,0.841824621,0.886609643,0.887185764,0.907725749,0.392107838,0.374332512,0.327719878,0.383270209,0.417955652,0.268152622,0.215463647,0.225965892,0.213053987,0.216856091,0.253761695,0.226529319,0.109768569,0.164898231,0.356664319,0.359922101,0.30181246,0.277622896,0.310538612,0.369813094,0.425608494,0.398680222,0.538104481,0.33016954,0.379850154,0.476859759,0.445118931,0.374636237,0.320153113,0.20797772,0.201913471,
Fragile and conflict affected situations,FCS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.452100045,3.453813327,3.98843944,6.020377658,18.10513829,16.20980044,16.49622741,16.07151776,15.38774698,39.64684801,27.17180063,12.68835783,11.06083153,11.65546097,12.18009585,12.79991234,7.664364628,11.27527947,11.31232454,16.74214739,12.72093333,12.70478169,14.1233692,13.3080539,14.96545489,16.75754048,16.99617653,13.92167502,9.514847861,11.4660933,16.56729018,14.74039513,15.97737135,17.82229048,26.37151763,31.55119286,33.25109805,30.21724554,34.39848584,21.89018555,25.29460877,28.58961782,24.87959577,22.89442007,21.51224205,14.91364705,17.95524915,
Finland,FIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.790138516,1.40720628,1.378505245,1.797692717,1.586828415,0.976251679,0.984471844,0.910537305,1.15847559,1.338939595,1.31599578,1.056641677,0.862705348,0.808566053,0.68631973,0.757806057,0.64952732,0.564064774,0.551541311,0.633490112,0.477965832,0.321763646,0.399715847,0.530025887,0.531314454,0.473569278,0.470198462,0.451048151,0.4433529,0.384775227,0.42376305,0.379491988,0.423236756,0.376865301,0.300475921,0.290806665,0.366216775,0.433754924,0.618500615,0.348748525,0.629973571,0.807652461,0.720164619,0.645057908,0.624375028,0.588034085,0.569763584,
Fiji,FJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.341381423,0.347529483,0.4112239,0.985968027,1.2861652,1.046421364,0.603120338,0.694248603,0.640056579,1.121448844,1.737143555,1.248910951,1.568371257,1.555638208,1.255782806,1.346019435,1.83127848,2.730646446,2.86188814,2.789734674,2.317308645,1.521127564,1.313348539,1.965385401,2.08343505,1.761141433,1.949700271,1.544677021,1.450149098,0.97615132,1.151545423,1.183596087,1.223888992,1.28508463,1.193834368,1.21009873,1.25342333,0.848097702,1.104407252,1.523013562,2.944348793,2.684683652,2.812601719,2.00104862,1.753570406,1.73230244,1.619188528,
France,FRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.152966265,0.138339995,0.128764586,0.145368458,0.200781671,0.223538245,0.248757384,0.22468957,0.175003728,0.198808962,0.230639416,0.231306612,0.22101299,0.207905491,0.201443168,0.201654378,0.11612986,0.09855766,0.10771735,0.124484238,0.107617362,0.08054839,0.070873379,0.068886913,0.066518689,0.06524824,0.067095222,0.058699255,0.043538914,0.043688838,0.067933193,0.060787658,0.054808601,0.049192785,0.039144525,0.043057603,0.049204909,0.05149293,0.05490617,0.050968995,0.055430164,0.054803251,0.050312678,0.047786667,0.049220616,0.04169775,0.039468112,
Faroe Islands,FRO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Micronesia, Fed. Sts.",FSM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0.009158873,0.011973677,0.00764339,0.010252824,0.015868009,0.017119386,0.016824294,0.012943796,0.007055656,0.007465562,0.008603903,0.00977234,0.014282461,0.016529804,0.01014164,0.012495631,0.018926456,0.032027138,0.028944397,0.027311801,0.03551665,0.028137369,0.026620281,0.040586774,0.030513278,0.036987407,
Gabon,GAB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,9.154809998,8.594463071,15.60490713,19.32226088,47.07297843,33.02988647,26.04622047,32.64484717,36.85978616,64.30399811,43.42185288,29.88278342,22.04666731,27.41501986,26.09868883,32.31519464,14.54831305,22.36486733,16.26718873,29.46752264,36.0170351,24.97091457,26.5277657,33.75514519,32.86031102,33.22714712,36.25711357,34.45271875,20.71731943,31.56121795,49.44668894,32.5381681,27.45158034,26.77070439,30.21428231,40.18061742,40.2325773,38.69698655,44.64418232,26.30798483,33.03971868,39.30027916,39.68018194,33.92189673,27.47312447,12.59470277,13.52116181,
United Kingdom,GBR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.070451209,0.080822972,0.070316585,0.084093697,0.218619643,0.621299754,0.857807375,1.202280157,1.11083479,2.501497176,2.62249396,2.782268892,2.435349756,2.870219043,3.056950187,2.958408162,1.104135281,1.177725589,0.711060444,0.862174295,1.059660035,0.565739971,0.513451883,0.592776056,0.615687308,0.598564047,0.782717425,0.576423655,0.164063261,0.450833476,1.039507709,0.931319029,0.805895433,0.765719753,0.741632557,0.912803614,0.96403604,0.868951915,1.239258451,0.827229731,0.878058032,1.070049198,0.938978538,0.769268978,0.618480968,0.338493218,0.391999167,
Georgia,GEO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997173123,0.532011287,0.478789378,0.374535618,0.282695904,0.371859043,0.354584599,0.403930273,0.211394012,0.42332011,0.743376547,0.742922491,0.60452171,1.004707154,0.995564561,1.034631242,1.305378863,1.15721896,1.027474154,0.999261456,1.846844701,2.501248113,1.535585572,1.278110536,1.007006646,1.002005192,0.864277879,
Ghana,GHA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.863092783,2.335509887,3.4773118,4.95929683,4.827138604,5.517094267,5.754127255,7.409094483,6.306553144,6.389143253,8.8242274,7.195031494,8.693062578,6.956978186,5.57582174,4.215089058,4.844170675,5.728592259,5.893050646,5.676689036,6.869654544,5.415746018,6.482189878,7.749342386,11.44705387,12.38070296,11.90441148,10.6287386,10.26819236,6.365746248,10.04773535,9.678151295,10.71457948,15.7164002,12.87789941,11.57732131,7.981935227,9.470039267,10.63865402,12.75723853,12.4526626,18.05486469,19.93034442,17.2510979,19.5028108,16.8168504,16.36653801,
Gibraltar,GIB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,26.36000444,22.04365538,20.83872085,24.25271262,22.85738724,21.86993136,17.23182645,14.45610987,13.7497095,15.08466326,15.59567272,11.90041001,12.15520926,10.76424597,12.98582845,13.54423534,13.84617949,16.29306284,15.16487385,23.14086781,18.92942148,16.41025992,16.43513125,18.08103646,17.46930903,21.60595404,21.04035804,17.02981159,16.68993508,17.55660254,21.8299861,
"Gambia, The",GMB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.303620717,1.887242975,2.055229596,2.752655796,2.380019064,2.766550826,2.558690189,3.838424031,3.274359732,2.498994915,2.73985934,2.667421529,3.99471902,2.800439997,3.107308575,1.854444139,3.80952758,3.458554032,3.352393681,3.511578022,4.354325011,2.109881637,2.312108146,2.153883157,2.372210614,3.036979907,2.697587623,2.609135735,2.544958892,2.00023678,2.254186228,2.473120836,3.525655344,6.128420645,4.242574218,4.274634111,4.389777091,4.85601001,5.152129862,5.313775418,4.915183674,7.013147922,8.935475253,8.727828639,8.479592063,9.412892855,9.051834325,
Guinea-Bissau,GNB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.391737428,6.043349047,6.467883657,10.38240014,11.12072372,13.55338662,12.74289522,22.06955096,22.1804517,23.60104867,32.43541924,20.13635625,25.91002989,18.1008006,19.41324817,14.39876191,24.03377595,17.72241767,20.86621793,16.56699169,18.08760891,17.3009701,19.7854207,15.972327,19.00935943,26.06174016,24.17085897,22.87405287,31.5907847,19.26402879,11.88214408,11.00126881,12.59961646,17.87376642,14.16302945,13.24829136,13.37231978,16.73298092,16.05728243,17.2924736,14.91938575,13.25525391,17.06322148,16.7605877,17.09159322,19.91850867,19.34754177,
Equatorial Guinea,GNQ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,14.60660442,3.11442977,3.627578048,4.588831416,4.595048413,5.335925521,4.424986064,6.538317132,,,18.07240698,26.97896813,33.36483208,25.8642946,19.60677885,17.06834348,19.51396386,19.94011487,16.40421133,20.48227478,20.96668378,17.09636158,20.80466009,30.01824058,47.05884931,45.72359874,58.69253454,66.40411223,57.10516566,74.40290954,,,,,,,55.19346018,49.18242119,45.54493433,26.91405812,34.7055482,39.07894427,38.46917345,33.07602225,26.86150053,15.27245161,16.54285115,
Greece,GRC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.210376681,0.215870209,0.173246335,0.196667506,0.322961186,0.336509856,0.387156804,0.374680507,0.234272482,0.213458363,0.271192566,0.484208397,0.62804477,0.557257536,0.50693535,0.556406211,0.248462017,0.210277842,0.366119742,0.34690495,0.250183695,0.159518922,0.108758755,0.069770971,0.061332229,0.055611842,0.061331657,0.040022653,0.025418067,0.017702317,0.071902408,0.103224903,0.043538775,0.053606523,0.202794061,0.177173211,0.246337128,0.366454068,0.410186307,0.135333305,0.32027733,0.443985479,0.28984407,0.206254953,0.197349943,0.090985636,0.087866728,
Grenada,GRD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greenland,GRL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0,0,0,9.571140293,46.90561956,10.06338649,7.317927497,3.105806807,2.505664841,6.016323505,3.488843368,1.785179367,2.234098229,0.946790803,4.537577924,2.684469418,0,0.162427188,22.38541119,24.524505,7.248914758,0.308085718,0.778729279,0,0,0,0,0.97211571,0,0,0,0,0,0,0.354720985,0.500660351,1.203134229,1.054300204,1.182139119,0,0,0.156105974,0.527963125,0.033383195,0,0,,
Guatemala,GTM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.177776026,1.025078128,1.096210911,1.466348484,1.347318895,1.622338318,1.078189817,1.486472103,1.490122597,1.886185263,2.103908318,1.538239193,2.683532838,1.233257029,0.747460191,0.465959403,0.534153788,0.612435573,0.532291152,0.59400645,1.815556356,1.655503346,1.51015635,1.321664206,1.345557335,1.562889074,1.26950976,1.408594841,1.076348307,1.235278354,1.521786746,1.377306426,1.368319034,1.480776056,1.412575466,1.495426379,1.817652384,1.844107681,1.843584583,1.592737909,2.568218357,2.829898064,2.194815707,2.204785814,2.954284676,2.204184859,2.075612322,
Guam,GUM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
